1|3|9
2|5|25
3|7|49
4|9|81
5|11|121
6|13|169
7|15|225
8|17|289
9|19|361
10|21|441
11|23|529
12|25|625
13|27|729
14|29|841
15|31|961
16|33|1089
17|35|1225
18|37|1369
19|39|1521
20|41|1681
21|43|1849
22|45|2025
23|47|2209
24|49|2401
25|51|2601
26|53|2809
27|55|3025
28|57|3249
29|59|3481
30|61|3721
31|63|3969
32|65|4225
33|67|4489
34|69|4761
35|71|5041
36|73|5329
37|75|5625
38|77|5929
39|79|6241
40|81|6561
41|83|6889
42|85|7225
43|87|7569
44|89|7921
45|91|8281
46|93|8649
47|95|9025
48|97|9409
49|99|9801
50|101|10201
51|103|10609
52|105|11025
53|107|11449
54|109|11881
55|111|12321
56|113|12769
57|115|13225
58|117|13689
59|119|14161
60|121|14641
61|123|15129
62|125|15625
63|127|16129
64|129|16641
65|131|17161
66|133|17689
67|135|18225
68|137|18769
69|139|19321
70|141|19881
71|143|20449
72|145|21025
73|147|21609
74|149|22201
75|151|22801
76|153|23409
77|155|24025
78|157|24649
79|159|25281
80|161|25921
81|163|26569
82|165|27225
83|167|27889
84|169|28561
85|171|29241
86|173|29929
87|175|30625
88|177|31329
89|179|32041
90|181|32761
91|183|33489
92|185|34225
93|187|34969
94|189|35721
95|191|36481
96|193|37249
97|195|38025
98|197|38809
99|199|39601
100|201|40401
101|203|41209
102|205|42025
103|207|42849
104|209|43681
105|211|44521
106|213|45369
107|215|46225
108|217|47089
109|219|47961
110|221|48841
111|223|49729
112|225|50625
113|227|51529
114|229|52441
115|231|53361
116|233|54289
117|235|55225
118|237|56169
119|239|57121
120|241|58081
121|243|59049
122|245|60025
123|247|61009
124|249|62001
125|251|63001
126|253|64009
127|255|65025
128|257|66049
129|259|67081
130|261|68121
131|263|69169
132|265|70225
133|267|71289
134|269|72361
135|271|73441
136|273|74529
137|275|75625
138|277|76729
139|279|77841
140|281|78961
141|283|80089
142|285|81225
143|287|82369
144|289|83521
145|291|84681
146|293|85849
147|295|87025
148|297|88209
149|299|89401
150|301|90601
151|303|91809
152|305|93025
153|307|94249
154|309|95481
155|311|96721
156|313|97969
157|315|99225
158|317|100489
159|319|101761
160|321|103041
161|323|104329
162|325|105625
163|327|106929
164|329|108241
165|331|109561
166|333|110889
167|335|112225
168|337|113569
169|339|114921
170|341|116281
171|343|117649
172|345|119025
173|347|120409
174|349|121801
175|351|123201
176|353|124609
177|355|126025
178|357|127449
179|359|128881
180|361|130321
181|363|131769
182|365|133225
183|367|134689
184|369|136161
185|371|137641
186|373|139129
187|375|140625
188|377|142129
189|379|143641
190|381|145161
191|383|146689
192|385|148225
193|387|149769
194|389|151321
195|391|152881
196|393|154449
197|395|156025
198|397|157609
199|399|159201
200|401|160801
201|403|162409
202|405|164025
203|407|165649
204|409|167281
205|411|168921
206|413|170569
207|415|172225
208|417|173889
209|419|175561
210|421|177241
211|423|178929
212|425|180625
213|427|182329
214|429|184041
215|431|185761
216|433|187489
217|435|189225
218|437|190969
219|439|192721
220|441|194481
221|443|196249
222|445|198025
223|447|199809
224|449|201601
225|451|203401
226|453|205209
227|455|207025
228|457|208849
229|459|210681
230|461|212521
231|463|214369
232|465|216225
233|467|218089
234|469|219961
235|471|221841
236|473|223729
237|475|225625
238|477|227529
239|479|229441
240|481|231361
241|483|233289
242|485|235225
243|487|237169
244|489|239121
245|491|241081
246|493|243049
247|495|245025
248|497|247009
249|499|249001
250|501|251001
251|503|253009
252|505|255025
253|507|257049
254|509|259081
255|511|261121
256|513|263169
257|515|265225
258|517|267289
259|519|269361
260|521|271441
261|523|273529
262|525|275625
263|527|277729
264|529|279841
265|531|281961
266|533|284089
267|535|286225
268|537|288369
269|539|290521
270|541|292681
271|543|294849
272|545|297025
273|547|299209
274|549|301401
275|551|303601
276|553|305809
277|555|308025
278|557|310249
279|559|312481
280|561|314721
281|563|316969
282|565|319225
283|567|321489
284|569|323761
285|571|326041
286|573|328329
287|575|330625
288|577|332929
289|579|335241
290|581|337561
291|583|339889
292|585|342225
293|587|344569
294|589|346921
295|591|349281
296|593|351649
297|595|354025
298|597|356409
299|599|358801
300|601|361201
301|603|363609
302|605|366025
303|607|368449
304|609|370881
305|611|373321
306|613|375769
307|615|378225
308|617|380689
309|619|383161
310|621|385641
311|623|388129
312|625|390625
313|627|393129
314|629|395641
315|631|398161
316|633|400689
317|635|403225
318|637|405769
319|639|408321
320|641|410881
321|643|413449
322|645|416025
323|647|418609
324|649|421201
325|651|423801
326|653|426409
327|655|429025
328|657|431649
329|659|434281
330|661|436921
331|663|439569
332|665|442225
333|667|444889
334|669|447561
335|671|450241
336|673|452929
337|675|455625
338|677|458329
339|679|461041
340|681|463761
341|683|466489
342|685|469225
343|687|471969
344|689|474721
345|691|477481
346|693|480249
347|695|483025
348|697|485809
349|699|488601
350|701|491401
351|703|494209
352|705|497025
353|707|499849
354|709|502681
355|711|505521
356|713|508369
357|715|511225
358|717|514089
359|719|516961
360|721|519841
361|723|522729
362|725|525625
363|727|528529
364|729|531441
365|731|534361
366|733|537289
367|735|540225
368|737|543169
369|739|546121
370|741|549081
371|743|552049
372|745|555025
373|747|558009
374|749|561001
375|751|564001
376|753|567009
377|755|570025
378|757|573049
379|759|576081
380|761|579121
381|763|582169
382|765|585225
383|767|588289
384|769|591361
385|771|594441
386|773|597529
387|775|600625
388|777|603729
389|779|606841
390|781|609961
391|783|613089
392|785|616225
393|787|619369
394|789|622521
395|791|625681
396|793|628849
397|795|632025
398|797|635209
399|799|638401
400|801|641601
401|803|644809
402|805|648025
403|807|651249
404|809|654481
405|811|657721
406|813|660969
407|815|664225
408|817|667489
409|819|670761
410|821|674041
411|823|677329
412|825|680625
413|827|683929
414|829|687241
415|831|690561
416|833|693889
417|835|697225
418|837|700569
419|839|703921
420|841|707281
421|843|710649
422|845|714025
423|847|717409
424|849|720801
425|851|724201
426|853|727609
427|855|731025
428|857|734449
429|859|737881
430|861|741321
431|863|744769
432|865|748225
433|867|751689
434|869|755161
435|871|758641
436|873|762129
437|875|765625
438|877|769129
439|879|772641
440|881|776161
441|883|779689
442|885|783225
443|887|786769
444|889|790321
445|891|793881
446|893|797449
447|895|801025
448|897|804609
449|899|808201
450|901|811801
451|903|815409
452|905|819025
453|907|822649
454|909|826281
455|911|829921
456|913|833569
457|915|837225
458|917|840889
459|919|844561
460|921|848241
461|923|851929
462|925|855625
463|927|859329
464|929|863041
465|931|866761
466|933|870489
467|935|874225
468|937|877969
469|939|881721
470|941|885481
471|943|889249
472|945|893025
473|947|896809
474|949|900601
475|951|904401
476|953|908209
477|955|912025
478|957|915849
479|959|919681
480|961|923521
481|963|927369
482|965|931225
483|967|935089
484|969|938961
485|971|942841
486|973|946729
487|975|950625
