1|4|16
2|6|36
3|8|64
4|10|100
5|12|144
6|14|196
7|16|256
8|18|324
9|20|400
10|22|484
11|24|576
12|26|676
13|28|784
14|30|900
15|32|1024
16|34|1156
17|36|1296
18|38|1444
19|40|1600
20|42|1764
21|44|1936
22|46|2116
23|48|2304
24|50|2500
25|52|2704
26|54|2916
27|56|3136
28|58|3364
29|60|3600
30|62|3844
31|64|4096
32|66|4356
33|68|4624
34|70|4900
35|72|5184
36|74|5476
37|76|5776
38|78|6084
39|80|6400
40|82|6724
41|84|7056
42|86|7396
43|88|7744
44|90|8100
45|92|8464
46|94|8836
47|96|9216
48|98|9604
49|100|10000
50|102|10404
51|104|10816
52|106|11236
53|108|11664
54|110|12100
55|112|12544
56|114|12996
57|116|13456
58|118|13924
59|120|14400
60|122|14884
61|124|15376
62|126|15876
63|128|16384
64|130|16900
65|132|17424
66|134|17956
67|136|18496
68|138|19044
69|140|19600
70|142|20164
71|144|20736
72|146|21316
73|148|21904
74|150|22500
75|152|23104
76|154|23716
77|156|24336
78|158|24964
79|160|25600
80|162|26244
81|164|26896
82|166|27556
83|168|28224
84|170|28900
85|172|29584
86|174|30276
87|176|30976
88|178|31684
89|180|32400
90|182|33124
91|184|33856
92|186|34596
93|188|35344
94|190|36100
95|192|36864
96|194|37636
97|196|38416
98|198|39204
99|200|40000
100|202|40804
101|204|41616
102|206|42436
103|208|43264
104|210|44100
105|212|44944
106|214|45796
107|216|46656
108|218|47524
109|220|48400
110|222|49284
111|224|50176
112|226|51076
113|228|51984
114|230|52900
115|232|53824
116|234|54756
117|236|55696
118|238|56644
119|240|57600
120|242|58564
121|244|59536
122|246|60516
123|248|61504
124|250|62500
125|252|63504
126|254|64516
127|256|65536
128|258|66564
129|260|67600
130|262|68644
131|264|69696
132|266|70756
133|268|71824
134|270|72900
135|272|73984
136|274|75076
137|276|76176
138|278|77284
139|280|78400
140|282|79524
141|284|80656
142|286|81796
143|288|82944
144|290|84100
145|292|85264
146|294|86436
147|296|87616
148|298|88804
149|300|90000
150|302|91204
151|304|92416
152|306|93636
153|308|94864
154|310|96100
155|312|97344
156|314|98596
157|316|99856
158|318|101124
159|320|102400
160|322|103684
161|324|104976
162|326|106276
163|328|107584
164|330|108900
165|332|110224
166|334|111556
167|336|112896
168|338|114244
169|340|115600
170|342|116964
171|344|118336
172|346|119716
173|348|121104
174|350|122500
175|352|123904
176|354|125316
177|356|126736
178|358|128164
179|360|129600
180|362|131044
181|364|132496
182|366|133956
183|368|135424
184|370|136900
185|372|138384
186|374|139876
187|376|141376
188|378|142884
189|380|144400
190|382|145924
191|384|147456
192|386|148996
193|388|150544
194|390|152100
195|392|153664
196|394|155236
197|396|156816
198|398|158404
199|400|160000
200|402|161604
201|404|163216
202|406|164836
203|408|166464
204|410|168100
205|412|169744
206|414|171396
207|416|173056
208|418|174724
209|420|176400
210|422|178084
211|424|179776
212|426|181476
213|428|183184
214|430|184900
215|432|186624
216|434|188356
217|436|190096
218|438|191844
219|440|193600
220|442|195364
221|444|197136
222|446|198916
223|448|200704
224|450|202500
225|452|204304
226|454|206116
227|456|207936
228|458|209764
229|460|211600
230|462|213444
231|464|215296
232|466|217156
233|468|219024
234|470|220900
235|472|222784
236|474|224676
237|476|226576
238|478|228484
239|480|230400
240|482|232324
241|484|234256
242|486|236196
243|488|238144
244|490|240100
245|492|242064
246|494|244036
247|496|246016
248|498|248004
249|500|250000
250|502|252004
251|504|254016
252|506|256036
253|508|258064
254|510|260100
255|512|262144
256|514|264196
257|516|266256
258|518|268324
259|520|270400
260|522|272484
261|524|274576
262|526|276676
263|528|278784
264|530|280900
265|532|283024
266|534|285156
267|536|287296
268|538|289444
269|540|291600
270|542|293764
271|544|295936
272|546|298116
273|548|300304
274|550|302500
275|552|304704
276|554|306916
277|556|309136
278|558|311364
279|560|313600
280|562|315844
281|564|318096
282|566|320356
283|568|322624
284|570|324900
285|572|327184
286|574|329476
287|576|331776
288|578|334084
289|580|336400
290|582|338724
291|584|341056
292|586|343396
293|588|345744
294|590|348100
295|592|350464
296|594|352836
297|596|355216
298|598|357604
299|600|360000
300|602|362404
301|604|364816
302|606|367236
303|608|369664
304|610|372100
305|612|374544
306|614|376996
